input_text,match_id,judgment
WATCH: Oprah Winfrey's Original Audition Tape Surfaces,46,True
WATCH: Oprah Winfrey's Original Audition Tape Surfaces,47,False
Nearly 2M homeowners no longer 'seriously' underwater,48,True
Nearly 2M homeowners no longer 'seriously' underwater,49,False
"Former ""Two and a Half Men"" star opens up about leaving show, his faith",50,True
"Former ""Two and a Half Men"" star opens up about leaving show, his faith",51,False
Apple TV to get Siri voice assistant with iOS 7.1.1 update,52,True
Apple TV to get Siri voice assistant with iOS 7.1.1 update,53,False
Starbucks Takes Warren Buffett's Advice to Heart,54,True
Starbucks Takes Warren Buffett's Advice to Heart,55,False
"'Mad Men': Can you accept an optimistic, redemptive end for Don Draper?",56,True
"'Mad Men': Can you accept an optimistic, redemptive end for Don Draper?",57,False
Denmark Retail Sales Rise For Third Month,58,True
Denmark Retail Sales Rise For Third Month,59,False
SunTrust Announces Agreement to Resolve HAMP Mortgage Modification Matter,60,True
SunTrust Announces Agreement to Resolve HAMP Mortgage Modification Matter,61,False
"Now, some carbon research even climate deniers can get bummed over",62,True
"Now, some carbon research even climate deniers can get bummed over",63,False
Increasing CO2 may threaten human nutrition,64,True
Increasing CO2 may threaten human nutrition,65,False
Poor public stewardship on coal ash,66,True
Poor public stewardship on coal ash,67,False
"'Bachelorette' contestant with ties to Blue Bell, Warminster shares experience",68,True
"'Bachelorette' contestant with ties to Blue Bell, Warminster shares experience",69,False
LeVar Burton wants the web to save reading and 'Reading Rainbow',70,True
LeVar Burton wants the web to save reading and 'Reading Rainbow',71,False
Altitude Software Completes a Decade in Gartner's Magic Quadrant,72,True
Altitude Software Completes a Decade in Gartner's Magic Quadrant,73,False
Court hearing planned in Ohio in P&G protest case,74,True
Court hearing planned in Ohio in P&G protest case,75,False
Childhood vaccines vindicated once more,76,True
Childhood vaccines vindicated once more,77,False
Astronomers Witness Violent Death of Rare Wolf-Rayet Star 360 Million Light,78,True
Astronomers Witness Violent Death of Rare Wolf-Rayet Star 360 Million Light,79,False
“The Big Bang Theory” Season 8 spoilers: Jim Parsons has no contract yet for,80,True
“The Big Bang Theory” Season 8 spoilers: Jim Parsons has no contract yet for,81,False
Plant Sugar May Prove to be Healthy Sweetener,82,True
Plant Sugar May Prove to be Healthy Sweetener,83,False
Several Indicted on Criminal Charges Involving 'Midnight Rider' Death,84,True
Several Indicted on Criminal Charges Involving 'Midnight Rider' Death,85,False
Pandora Judge Seals Decision in Ascap License Rate Fight,86,True
Pandora Judge Seals Decision in Ascap License Rate Fight,87,False
Vin Diesel Dances with Jimmy Fallon on The Tonight Show,88,True
Vin Diesel Dances with Jimmy Fallon on The Tonight Show,89,False
GLOBAL MARKETS-Dollar holds firm as markets sniff risks of Fed hawkishness,90,True
GLOBAL MARKETS-Dollar holds firm as markets sniff risks of Fed hawkishness,91,False
Central Bank: China Widens Yuan Daily Trading Band to 2%,92,True
Central Bank: China Widens Yuan Daily Trading Band to 2%,93,False
New Bachelorette contestant Eric Hill in coma following paragliding accident,94,True
New Bachelorette contestant Eric Hill in coma following paragliding accident,95,False
"InDepth InterView: Lena Hall Talks HEDWIG & THE ANGRY INCH, Plus KINKY",96,True
"InDepth InterView: Lena Hall Talks HEDWIG & THE ANGRY INCH, Plus KINKY",97,False
Pandora Raises Price of Ad-Free Streaming for Some Listeners,98,True
Pandora Raises Price of Ad-Free Streaming for Some Listeners,99,False
Asian and European industrial health under scrutiny this week,100,True
Asian and European industrial health under scrutiny this week,101,False
Broomfield company searching for Ebola answers,102,True
Broomfield company searching for Ebola answers,103,False
Serena Williams attends Kim Kardashian's and Kanye West's wedding,104,True
Serena Williams attends Kim Kardashian's and Kanye West's wedding,105,False
Huge 'Dancing With the Stars' 2014 spoilers: Switch up teams revealed!,106,True
Huge 'Dancing With the Stars' 2014 spoilers: Switch up teams revealed!,107,False
First look at Oprah Winfrey's Lindsay Lohan docu-series,108,True
First look at Oprah Winfrey's Lindsay Lohan docu-series,109,False
inFamous: Second Son Utilizes Havok Physics Engine for Collision Detection,110,True
inFamous: Second Son Utilizes Havok Physics Engine for Collision Detection,111,False
Fish And Wildlife Service Conducts 5-Year Status Reviews Of 33 Southeastern,112,True
Fish And Wildlife Service Conducts 5-Year Status Reviews Of 33 Southeastern,113,False
"Hummus, dips from Target and Trader Joe's recalled",114,True
"Hummus, dips from Target and Trader Joe's recalled",115,False
UPDATE 1-JD.com to sell Microsoft's Xbox One games console in China,116,True
UPDATE 1-JD.com to sell Microsoft's Xbox One games console in China,117,False
Kristen Bell Is Naked and Covered in Sand in Allure Magazine: Picture,118,True
Kristen Bell Is Naked and Covered in Sand in Allure Magazine: Picture,119,False
New York's top court won't reinstate large sugary drink ban,120,True
New York's top court won't reinstate large sugary drink ban,121,False
Set Your DVRs,122,True
Set Your DVRs,123,False
"[Full Show] Pharrell Brings Out Gwen Stefani, Snoop Dogg & More at Coachella",124,True
"[Full Show] Pharrell Brings Out Gwen Stefani, Snoop Dogg & More at Coachella",125,False
Solange Knowles - Solange Knowles 'At Peace' Over Elevator Bust-up,126,True
Solange Knowles - Solange Knowles 'At Peace' Over Elevator Bust-up,127,False
Smoke Detected Aboard Station Tuesday; Crew in No Danger,128,True
Smoke Detected Aboard Station Tuesday; Crew in No Danger,129,False
Oral antiviral drug developed for combating measles shows encouraging early,130,True
Oral antiviral drug developed for combating measles shows encouraging early,131,False
OMB Greenlights Tougher Miners' Coal Dust Exposure Rule,132,True
OMB Greenlights Tougher Miners' Coal Dust Exposure Rule,133,False
Music Superstar Pharrell Williams Named Coach for Season Seven of The Voice,134,True
Music Superstar Pharrell Williams Named Coach for Season Seven of The Voice,135,False
More Details on GM's Latest Ignition-Related Recall,136,True
More Details on GM's Latest Ignition-Related Recall,137,False
U.S. Reaches $968 Million Settlement With SunTrust,138,True
U.S. Reaches $968 Million Settlement With SunTrust,139,False
Brittany Murphy's final movie will debut more than four years after her death,140,True
Brittany Murphy's final movie will debut more than four years after her death,141,False
San Francisco says no to selling parking spots,142,True
San Francisco says no to selling parking spots,143,False
"The Walking Dead: A, Season Finale Review",144,True
"The Walking Dead: A, Season Finale Review",145,False
NBC12 and CW Richmond create video for International Day of Happiness,146,True
NBC12 and CW Richmond create video for International Day of Happiness,147,False
US Economic Growth For Q4 Is Revised Slightly Up,148,True
US Economic Growth For Q4 Is Revised Slightly Up,149,False
Hong Kong shares close 1.55% higher,150,True
Hong Kong shares close 1.55% higher,151,False
Mick Jagger speaks out on death of Scott,152,True
Mick Jagger speaks out on death of Scott,153,False
Mers-CoV: 'No need for travel ban to any country',154,True
Mers-CoV: 'No need for travel ban to any country',155,False
"German IFO in focus, as Carney faces grilling from MP's",156,True
"German IFO in focus, as Carney faces grilling from MP's",157,False
Dinosaur skeleton to go on display at Creation Museum,158,True
Dinosaur skeleton to go on display at Creation Museum,159,False
CAA Signs Oscar Winner Lupita Nyong'o,160,True
CAA Signs Oscar Winner Lupita Nyong'o,161,False
Apple iPhone 6 and iPad Air 2 Release Update: Patents Reveal New Slide-to,162,True
Apple iPhone 6 and iPad Air 2 Release Update: Patents Reveal New Slide-to,163,False
Yahoo! (YHOO) Set to Announce Quarterly Earnings on Tuesday,164,True
Yahoo! (YHOO) Set to Announce Quarterly Earnings on Tuesday,165,False
Eich Is Out. So Is Tolerance.,166,True
Eich Is Out. So Is Tolerance.,167,False
GoPro (GPRO) Adds Former Microsoft (MSFT) Exec Tony Bates as Director,168,True
GoPro (GPRO) Adds Former Microsoft (MSFT) Exec Tony Bates as Director,169,False
ABC removes Bryan Singer's name from 'Black Box' commercials: Report,170,True
ABC removes Bryan Singer's name from 'Black Box' commercials: Report,171,False
Democrats Need to Start Blaming the GOP for the Death of Charlene Dill How,172,True
Democrats Need to Start Blaming the GOP for the Death of Charlene Dill How,173,False
Photos: Ancient Egyptian Tomb with Pyramid Discovered,174,True
Photos: Ancient Egyptian Tomb with Pyramid Discovered,175,False
Ancient Egyptian tomb had 23-feet-long pyramid!,176,True
Ancient Egyptian tomb had 23-feet-long pyramid!,177,False
Researchers Use Math To Beat Jet Lag,178,True
Researchers Use Math To Beat Jet Lag,179,False
Banish jet lag with a handy mathematical scheduler,180,True
Banish jet lag with a handy mathematical scheduler,181,False
The National Museum of Natural History's Daniel Mulcahy Discovers Lost,182,True
The National Museum of Natural History's Daniel Mulcahy Discovers Lost,183,False
How will the LG G3 hold up to other flagships?,184,True
How will the LG G3 hold up to other flagships?,185,False
SA awaits credit ratings,186,True
SA awaits credit ratings,187,False
Tyrannosaurus rex with teeth as big as bananas draws 'ahs' in US capital,188,True
Tyrannosaurus rex with teeth as big as bananas draws 'ahs' in US capital,189,False
Union says operator of train that derailed in Chicago may have dozed off,190,True
Union says operator of train that derailed in Chicago may have dozed off,191,False
Amazon Will Continue To Grow,192,True
Amazon Will Continue To Grow,193,False
Aquanaut Fabien Cousteau Surfaces After Spending 31 Days Underwater,194,True
Aquanaut Fabien Cousteau Surfaces After Spending 31 Days Underwater,195,False
Chris Pratt and Anna Faris turned to faith after son's birth,196,True
Chris Pratt and Anna Faris turned to faith after son's birth,197,False
'Burger King Baby' finds birth mom: 'I am filled with emotions',198,True
'Burger King Baby' finds birth mom: 'I am filled with emotions',199,False
MERS Virus: Get the Facts,200,True
MERS Virus: Get the Facts,201,False
"It's A Celebration: Kim K., LaLa, & More Attend Ciara's Baby Shower In Beverly",202,True
"It's A Celebration: Kim K., LaLa, & More Attend Ciara's Baby Shower In Beverly",203,False
NHTSA documents detail another delayed GM recall,204,True
NHTSA documents detail another delayed GM recall,205,False
Cypress Police Department joins in distracted driving crackdown campaign,206,True
Cypress Police Department joins in distracted driving crackdown campaign,207,False
Nokia President and CEO Named: Rajeev Suri Appointed as Microsoft,208,True
Nokia President and CEO Named: Rajeev Suri Appointed as Microsoft,209,False
"Samsung's new monitors include one with a billion-color, 3840 x 2160 screen",210,True
"Samsung's new monitors include one with a billion-color, 3840 x 2160 screen",211,False
Update: Microsoft pulls crippling patch from Windows Update,212,True
Update: Microsoft pulls crippling patch from Windows Update,213,False
Katie Holmes Goes Topless for Glamour's August Issue (Forum Buzz),214,True
Katie Holmes Goes Topless for Glamour's August Issue (Forum Buzz),215,False
"P Diddy Goes Back To Puff Daddy, Announces New Album",216,True
"P Diddy Goes Back To Puff Daddy, Announces New Album",217,False
Some Animal Features May be Due to Genetic Defect,218,True
Some Animal Features May be Due to Genetic Defect,219,False
Aereo Backer Barry Diller: 'It's Over Now',220,True
Aereo Backer Barry Diller: 'It's Over Now',221,False
OKCupid's Been Screwing with Some of You,222,True
OKCupid's Been Screwing with Some of You,223,False
Stephen Colbert Out of Character: Here's What He Might Be Like as Host of The,224,True
Stephen Colbert Out of Character: Here's What He Might Be Like as Host of The,225,False
First case of the chikungunya virus confirmed in North Carolina,226,True
First case of the chikungunya virus confirmed in North Carolina,227,False
UN Agency Declares Global Health Emergency to Stem Potential Resurgence of,228,True
UN Agency Declares Global Health Emergency to Stem Potential Resurgence of,229,False
Alert sounds as MERS cases surge,230,True
Alert sounds as MERS cases surge,231,False
Swatch Objects to Authorities on Apple's Use of IWatch Label (1),232,True
Swatch Objects to Authorities on Apple's Use of IWatch Label (1),233,False
Area man continues to collect iconic toys from his childhood,234,True
Area man continues to collect iconic toys from his childhood,235,False
European Stocks Decline as Air France Warns on Earnings,236,True
European Stocks Decline as Air France Warns on Earnings,237,False
U.K. consumer confidence rises to six-year high,238,True
U.K. consumer confidence rises to six-year high,239,False
Jessica Alba startup The Honest Co. raises $70 million as it heads toward IPO,240,True
Jessica Alba startup The Honest Co. raises $70 million as it heads toward IPO,241,False
7 warm-weather health myths debunked,242,True
7 warm-weather health myths debunked,243,False
Qatari court sentences US couple to 3 years jail,244,True
Qatari court sentences US couple to 3 years jail,245,False
Official: Member of Afghan security forces shoots and kills 3 foreigners in Kabul,246,True
Official: Member of Afghan security forces shoots and kills 3 foreigners in Kabul,247,False
"Bill Brownstein: HBO's Normal Heart a tale of AIDS, anguish",248,True
"Bill Brownstein: HBO's Normal Heart a tale of AIDS, anguish",249,False
US clears robotic legs for some paralyzed people,250,True
US clears robotic legs for some paralyzed people,251,False
NHTSA investigating 1.2M Chrysler vehicles for ignition failures,252,True
NHTSA investigating 1.2M Chrysler vehicles for ignition failures,253,False
'Batman Vs. Superman' Movie: UFC Fighter Tyron Woodley Confirms He's In,254,True
'Batman Vs. Superman' Movie: UFC Fighter Tyron Woodley Confirms He's In,255,False
Nike Reopens as a Concept Store With a Strong Running Focus,256,True
Nike Reopens as a Concept Store With a Strong Running Focus,257,False
Why the Security of USB Is Fundamentally Broken,258,True
Why the Security of USB Is Fundamentally Broken,259,False
The White House Announces Time Warner Cable's Connect a Million Minds,260,True
The White House Announces Time Warner Cable's Connect a Million Minds,261,False
Mickey Rooney Estate Only Valued To Be $18K,262,True
Mickey Rooney Estate Only Valued To Be $18K,263,False
Riverside County experiences gas price fluctuations as tensions in Iraq escalate,264,True
Riverside County experiences gas price fluctuations as tensions in Iraq escalate,265,False
Dave Chappelle Says Jay Z Makes Him Question His Life Choices,266,True
Dave Chappelle Says Jay Z Makes Him Question His Life Choices,267,False
CBO projects budget deficit for FY 2014 to be $506 billion,268,True
CBO projects budget deficit for FY 2014 to be $506 billion,269,False
'Global eco momentum could be less robust',270,True
'Global eco momentum could be less robust',271,False
Cancer blood test edging closer,272,True
Cancer blood test edging closer,273,False
Concern grows over e-cig advertising seen by youth,274,True
Concern grows over e-cig advertising seen by youth,275,False
"Apple PhotoKit Takes On Facebook Photos, Instagram: StockTwits",276,True
"Apple PhotoKit Takes On Facebook Photos, Instagram: StockTwits",277,False
Video shows women escaping death on railroad tracks,278,True
Video shows women escaping death on railroad tracks,279,False
"Sum 41 Singer: 'If I Have One Drink, The Docs Say I Will Die'",280,True
"Sum 41 Singer: 'If I Have One Drink, The Docs Say I Will Die'",281,False
A Very Rich Person Is Apparently Planting Money Around SF Today,282,True
A Very Rich Person Is Apparently Planting Money Around SF Today,283,False
PR Newswire,284,True
PR Newswire,285,False
Chrysler misses NHTSA deadline on Jeep trailer hitches,286,True
Chrysler misses NHTSA deadline on Jeep trailer hitches,287,False
Priceline Group to buy OpenTable for $2.6 bln - quick facts,288,True
Priceline Group to buy OpenTable for $2.6 bln - quick facts,289,False
"R.I.P. Frankie Knuckles, house music legend dead at 59",290,True
"R.I.P. Frankie Knuckles, house music legend dead at 59",291,False
Mick Jagger becomes a rock and roll great-grandad,292,True
Mick Jagger becomes a rock and roll great-grandad,293,False
"Erste warns of 2014 loss on Hungary, Romania hits",294,True
"Erste warns of 2014 loss on Hungary, Romania hits",295,False
'Glee's' Lea Michele honors late boyfriend Cory Monteith on his birthday,296,True
'Glee's' Lea Michele honors late boyfriend Cory Monteith on his birthday,297,False
Amazon pushes back on FTC request to tighten in-app purchase procedure,298,True
Amazon pushes back on FTC request to tighten in-app purchase procedure,299,False
GM vice president knew about glitches,300,True
GM vice president knew about glitches,301,False
Teen pregnancy rate down,302,True
Teen pregnancy rate down,303,False
TV Boyfriend Smackdown: Caleb vs. Travis from 'Pretty Little Liars',304,True
TV Boyfriend Smackdown: Caleb vs. Travis from 'Pretty Little Liars',305,False
The Market Insider,306,True
The Market Insider,307,False
Google Apps Referral Program: $15 Bonus for Each New User,308,True
Google Apps Referral Program: $15 Bonus for Each New User,309,False
"Bleats of joy! Watch Frostie, a tiny baby goat, learn to walk with wheelchair",310,True
"Bleats of joy! Watch Frostie, a tiny baby goat, learn to walk with wheelchair",311,False
Battle for French telecom supremacy heats up,312,True
Battle for French telecom supremacy heats up,313,False
5 of Last Week's Biggest Losers,314,True
5 of Last Week's Biggest Losers,315,False
Swiss surrealist designer for Alien film dies,316,True
Swiss surrealist designer for Alien film dies,317,False
"Notable Runners -Crumbs Bake Shop Inc (OTCMKTS:CRMB), NewLead",318,True
"Notable Runners -Crumbs Bake Shop Inc (OTCMKTS:CRMB), NewLead",319,False
Garth Brooks: No council licence yet for Dublin gigs,320,True
Garth Brooks: No council licence yet for Dublin gigs,321,False
Facebook Updates Privacy Settings For New Users,322,True
Facebook Updates Privacy Settings For New Users,323,False
Box Office Prediction: 'Amazing Spider-Man 2' vs. 'Neighbors',324,True
Box Office Prediction: 'Amazing Spider-Man 2' vs. 'Neighbors',325,False
Smartphone App Helps Alcoholics In Recovery,326,True
Smartphone App Helps Alcoholics In Recovery,327,False
Is Google killing stock Android?,328,True
Is Google killing stock Android?,329,False
Gasoline prices continue to climb,330,True
Gasoline prices continue to climb,331,False
News Minute: Here is the latest news from The Associated Press,332,True
News Minute: Here is the latest news from The Associated Press,333,False
CBS reveals Stephen Colbert as Letterman replacement,334,True
CBS reveals Stephen Colbert as Letterman replacement,335,False
Taking proper measures to control mosquitoes infected with West Nile Virus,336,True
Taking proper measures to control mosquitoes infected with West Nile Virus,337,False
"After Facebook Deal, Moves App Changes Privacy Policy",338,True
"After Facebook Deal, Moves App Changes Privacy Policy",339,False
Kim Kardashian proves she's got bra-vadoas she steps out in skin-tight skirt,340,True
Kim Kardashian proves she's got bra-vadoas she steps out in skin-tight skirt,341,False
Official: 'GMA' Names Michael Strahan as Correspondent,342,True
Official: 'GMA' Names Michael Strahan as Correspondent,343,False
"Karl Lagerfeld Thinks Lea Michele Cannot Wear Chanel, Refuses to Lend Her",344,True
"Karl Lagerfeld Thinks Lea Michele Cannot Wear Chanel, Refuses to Lend Her",345,False
"Denzel Washington's 'The Equalizer', First Trailer and New Pictures",346,True
"Denzel Washington's 'The Equalizer', First Trailer and New Pictures",347,False
As US job market strengthens but many don't feel it yet,348,True
As US job market strengthens but many don't feel it yet,349,False
Research Shows Recent Use of Birth Control Pills Increased Breast Cancer Risk,350,True
Research Shows Recent Use of Birth Control Pills Increased Breast Cancer Risk,351,False
Kanye West signed up for surprise Cannes Lions presentation,352,True
Kanye West signed up for surprise Cannes Lions presentation,353,False
"NEW YORK (AP) — Annie Baker's ""The Flick"" has won the 2014 Pulitzer Prize for",354,True
"NEW YORK (AP) — Annie Baker's ""The Flick"" has won the 2014 Pulitzer Prize for",355,False
"'Hangry' Spouses With Low Blood Sugar More Likely To Argue, Voodoo Dolls",356,True
"'Hangry' Spouses With Low Blood Sugar More Likely To Argue, Voodoo Dolls",357,False
Is Gal Gadot Finished Filming As Wonder Woman?,358,True
Is Gal Gadot Finished Filming As Wonder Woman?,359,False
UPDATE 1-Novartis closes heart drug study early after strong results,360,True
UPDATE 1-Novartis closes heart drug study early after strong results,361,False
GWAR lead singer died of accidental heroin overdose,362,True
GWAR lead singer died of accidental heroin overdose,363,False
MH370 case may lead to out-of-court settlements,364,True
MH370 case may lead to out-of-court settlements,365,False
Virgin Launches 'Custom' Service Plans,366,True
Virgin Launches 'Custom' Service Plans,367,False
How Will General Electric (GE) Stock React To France's Approval Of Alstom Bid?,368,True
How Will General Electric (GE) Stock React To France's Approval Of Alstom Bid?,369,False
"Paul McCartney Returns to the Stage in Albany, NY",370,True
"Paul McCartney Returns to the Stage in Albany, NY",371,False
Bank Of New York Mellon (BK) Leading In Pre-Market Activity,372,True
Bank Of New York Mellon (BK) Leading In Pre-Market Activity,373,False
John Lewis and Harrods top employers for pay and benefits,374,True
John Lewis and Harrods top employers for pay and benefits,375,False
"Military Budgets Fall in the West, Rise in China, Russia, Middle East",376,True
"Military Budgets Fall in the West, Rise in China, Russia, Middle East",377,False
ADP Employment Report: June 2014 Preview,378,True
ADP Employment Report: June 2014 Preview,379,False
The end of Nokia? Firm to be renamed Microsoft Mobile Oy when deal closes,380,True
The end of Nokia? Firm to be renamed Microsoft Mobile Oy when deal closes,381,False
"Forget tobacco, pot: Teens turn to smoking coffee",382,True
"Forget tobacco, pot: Teens turn to smoking coffee",383,False
Big Wildfires becoming more Frequent in the Western U.S.,384,True
Big Wildfires becoming more Frequent in the Western U.S.,385,False
"Kaley Cuoco ""Obsessed"" With Her Haters, Dishes About ""Crazy"" Fling With",386,True
"Kaley Cuoco ""Obsessed"" With Her Haters, Dishes About ""Crazy"" Fling With",387,False
Tori Spelling in New Documentary with Dean McDermott: 'I Can Never Give Him,388,True
Tori Spelling in New Documentary with Dean McDermott: 'I Can Never Give Him,389,False
Many rural Wisconsin counties lost population since 2010,390,True
Many rural Wisconsin counties lost population since 2010,391,False
Chris Hemsworth and Elsa Pataky Welcome Twin Boys!,392,True
Chris Hemsworth and Elsa Pataky Welcome Twin Boys!,393,False
Whale chefs await ICJ ruling,394,True
Whale chefs await ICJ ruling,395,False
Thirty-Year Mortgage Rate Falls in Latest Week --Zillow,396,True
Thirty-Year Mortgage Rate Falls in Latest Week --Zillow,397,False
BBM for Android and iOS Will Be Getting a “More Native” UI Facelift,398,True
BBM for Android and iOS Will Be Getting a “More Native” UI Facelift,399,False
US Obesity Epidemic Affecting All Segments of the Nation; Easier Access to,400,True
US Obesity Epidemic Affecting All Segments of the Nation; Easier Access to,401,False
Bye bye 25...see you again later this year: Adele marks birthday with tweet,402,True
Bye bye 25...see you again later this year: Adele marks birthday with tweet,403,False
February job openings rise to 4.17 million,404,True
February job openings rise to 4.17 million,405,False
Facebook's new app Slingshot takes on Snapchat with groups,406,True
Facebook's new app Slingshot takes on Snapchat with groups,407,False
Microsoft expands cloud services for mobile scenarios,408,True
Microsoft expands cloud services for mobile scenarios,409,False
Disney Shocker: Top Exec Anne Sweeney to Exit to Become TV Director,410,True
Disney Shocker: Top Exec Anne Sweeney to Exit to Become TV Director,411,False
"Dave Franco bros out, gets naked in 'Neighbors'",412,True
"Dave Franco bros out, gets naked in 'Neighbors'",413,False
Pinterest Has Now Raised $764 Million,414,True
Pinterest Has Now Raised $764 Million,415,False
Cavemen didn't just eat meat – they ate vegetables as well,416,True
Cavemen didn't just eat meat – they ate vegetables as well,417,False
Legal issues may define the future of wearable technology,418,True
Legal issues may define the future of wearable technology,419,False
Miley Cyrus brings pop party to sold-out Palace,420,True
Miley Cyrus brings pop party to sold-out Palace,421,False
"Oil prices spike on Iraq anxiety, stocks dip",422,True
"Oil prices spike on Iraq anxiety, stocks dip",423,False
TROUBLE AT TWITTER: COO Could Be Out Because Of Slow Growth,424,True
TROUBLE AT TWITTER: COO Could Be Out Because Of Slow Growth,425,False
"Paul Mazursky, Director and Screenwriter, Dead at 84",426,True
"Paul Mazursky, Director and Screenwriter, Dead at 84",427,False
Google nabs drone company Facebook allegedly wanted to buy,428,True
Google nabs drone company Facebook allegedly wanted to buy,429,False
"Don Levine, Who Developed GI Joe Action Figure, Dies at 86",430,True
"Don Levine, Who Developed GI Joe Action Figure, Dies at 86",431,False
Google's Fiber lottery: Predicting who's next and how Google picks winners,432,True
Google's Fiber lottery: Predicting who's next and how Google picks winners,433,False
"Red Cross plans blood drives in Poconos, including today in East Stroudsburg",434,True
"Red Cross plans blood drives in Poconos, including today in East Stroudsburg",435,False
Marijuana supporters urge action on dispensaries - CBS 3 Springfield - WSHM,436,True
Marijuana supporters urge action on dispensaries - CBS 3 Springfield - WSHM,437,False
Nikolaj Coster-Waldau and Kate Upton Talk About The Other Woman,438,True
Nikolaj Coster-Waldau and Kate Upton Talk About The Other Woman,439,False
Domino's Pizza hackers demand £24k ransom,440,True
Domino's Pizza hackers demand £24k ransom,441,False
"So, Tupac Shakur's Final Words Were A Big ""F*CK YOU"" To Cops",442,True
"So, Tupac Shakur's Final Words Were A Big ""F*CK YOU"" To Cops",443,False
PG&E and Its Regulator Bonded in E-Mails after Deadly San Bruno Pipeline,444,True
PG&E and Its Regulator Bonded in E-Mails after Deadly San Bruno Pipeline,445,False
"Celebrating 20th anniversary of 'Pulp Fiction,' Tarantino calls digital film 'death of",446,True
"Celebrating 20th anniversary of 'Pulp Fiction,' Tarantino calls digital film 'death of",447,False
Proper SSRI Antidepressant Starting Dose Minimizes Suicide Risk In Young Adults,448,True
Proper SSRI Antidepressant Starting Dose Minimizes Suicide Risk In Young Adults,449,False
Japan Govt Appoints 7 Members To GPIF Investment Committee,450,True
Japan Govt Appoints 7 Members To GPIF Investment Committee,451,False
Three-parent IVF babies only two years away,452,True
Three-parent IVF babies only two years away,453,False
Holy Week at Cornerstone,454,True
Holy Week at Cornerstone,455,False
THIS IS THE BUSINESS: Lobbies at war over Herbalife 'pyramid',456,True
THIS IS THE BUSINESS: Lobbies at war over Herbalife 'pyramid',457,False
"4 in 10 US homes skip the landline, only have cellphone",458,True
"4 in 10 US homes skip the landline, only have cellphone",459,False
"Selena Gomez Shows Off New Weave, Sexy Maxi",460,True
"Selena Gomez Shows Off New Weave, Sexy Maxi",461,False
Kodiak Will Continue To Grow,462,True
Kodiak Will Continue To Grow,463,False
"Mortgage Rate Summary for BoA, Suntrust Jul 3, 2014",464,True
"Mortgage Rate Summary for BoA, Suntrust Jul 3, 2014",465,False
'Breaking Bad' Wins Its Final Emmy Award,466,True
'Breaking Bad' Wins Its Final Emmy Award,467,False
Seth MacFarlane brightens 'Reading Rainbow' effort,468,True
Seth MacFarlane brightens 'Reading Rainbow' effort,469,False
"With few regulations, e-cigs grow in popularity throughout area",470,True
"With few regulations, e-cigs grow in popularity throughout area",471,False
Earth may have underground 'ocean' three times the size of surface oceans,472,True
