input_text,match_id,judgment
In their own words  Child and adolescent perceptions of caregiver stress during early COVID-19,3296,True
In their own words  Child and adolescent perceptions of caregiver stress during early COVID-19,3297,False
Sentinel seroprevalence of SARS-CoV-2 in Gauteng Province  South Africa  August - October 2020,3534,True
Sentinel seroprevalence of SARS-CoV-2 in Gauteng Province  South Africa  August - October 2020,3535,False
Association Between Awareness  Perceived Severity  and Behavioral Control of COVID -19 With Self-Care and Anxiety in Pregnancy  A Cross-Sectional Study,4525,True
Association Between Awareness  Perceived Severity  and Behavioral Control of COVID -19 With Self-Care and Anxiety in Pregnancy  A Cross-Sectional Study,4526,False
Nursing Students  Practicums during the COVID-19 Crisis and the Effect on Infection-Prevention Behavior in Students  A Mixed-Method Approach,3729,True
Nursing Students  Practicums during the COVID-19 Crisis and the Effect on Infection-Prevention Behavior in Students  A Mixed-Method Approach,3730,False
Public transport strategy and epidemic prevention framework in the Context of Covid-19,7015,True
Public transport strategy and epidemic prevention framework in the Context of Covid-19,1016,False
Scaling the Children Immunization App  CIMA  to Support Child Refugees and Parents in the Time of the COVID-19 Pandemic  A Social Capital Approach to Scale a Smartphone Application in Zaatari Camp  Jordan,1612,True
Scaling the Children Immunization App  CIMA  to Support Child Refugees and Parents in the Time of the COVID-19 Pandemic  A Social Capital Approach to Scale a Smartphone Application in Zaatari Camp  Jordan,1613,False
VACCINE-INDUCED MASSIVE PULMONARY EMBOLISM AND THROMBOCYTOPENIA FOLLOWING A SINGLE DOSE OF JANSSEN AD26 COV2 S VACCINATION,1181,True
VACCINE-INDUCED MASSIVE PULMONARY EMBOLISM AND THROMBOCYTOPENIA FOLLOWING A SINGLE DOSE OF JANSSEN AD26 COV2 S VACCINATION,1182,False
Omicron SARS-CoV-2 new variant  global prevalence and biological and clinical characteristics,1375,True
Omicron SARS-CoV-2 new variant  global prevalence and biological and clinical characteristics,1376,False
Experiencing and Forecasting COVID-19 Daily Stress on Mental Health Reactivity Across Age and Race,9224,True
Experiencing and Forecasting COVID-19 Daily Stress on Mental Health Reactivity Across Age and Race,3225,False
Contributions of Traffic and Industrial Emission Reductions to the Air Quality Improvement after the Lockdown of Wuhan and Neighboring Cities Due to COVID-19,3946,True
Contributions of Traffic and Industrial Emission Reductions to the Air Quality Improvement after the Lockdown of Wuhan and Neighboring Cities Due to COVID-19,3947,False
Impact of mass vaccination on SARS-CoV-2 infections among multiple sclerosis patients taking immunomodulatory disease-modifying therapies in England,7210,True
Impact of mass vaccination on SARS-CoV-2 infections among multiple sclerosis patients taking immunomodulatory disease-modifying therapies in England,1211,False
Alcohol access and purchasing behaviour during COVID-19 pandemic restrictions  An exploration of sociodemographic  health and psychosocial correlates in two Canadian provinces,5211,True
Alcohol access and purchasing behaviour during COVID-19 pandemic restrictions  An exploration of sociodemographic  health and psychosocial correlates in two Canadian provinces,5212,False
Update on treatment and preventive interventions against COVID-19  an overview of potential pharmacological agents and vaccines,63,True
Update on treatment and preventive interventions against COVID-19  an overview of potential pharmacological agents and vaccines,64,False
Vulnerability of SARS-CoV-2 and PR8 H1N1 virus to cold atmospheric plasma activated media,626,True
Vulnerability of SARS-CoV-2 and PR8 H1N1 virus to cold atmospheric plasma activated media,627,False
A case report of new onset graves  disease induced by SARS-CoV-2 infection or vaccine,4421,True
A case report of new onset graves  disease induced by SARS-CoV-2 infection or vaccine,4422,False
A death  infection  and recovery  DIR  model to forecast the COVID-19 spread,1669,True
A death  infection  and recovery  DIR  model to forecast the COVID-19 spread,1670,False
Fear about adverse effect on fertility is a major cause of COVID-19 vaccine hesitancy in the United States,2112,True
Fear about adverse effect on fertility is a major cause of COVID-19 vaccine hesitancy in the United States,2113,False
The Use of Social Media for Medical Education Within Urology  a Journey Still in Progress,5804,True
The Use of Social Media for Medical Education Within Urology  a Journey Still in Progress,5805,False
Primary school staff perspectives of school closures due to COVID-19  experiences of schools reopening and recommendations for the future  A qualitative survey in Wales,9763,True
Primary school staff perspectives of school closures due to COVID-19  experiences of schools reopening and recommendations for the future  A qualitative survey in Wales,3764,False
A Model of How Shifting Intelligence Drives Social Movements,4032,True
A Model of How Shifting Intelligence Drives Social Movements,4033,False
SARS-CoV-2 ferritin nanoparticle vaccine induces robust innate immune activity driving polyfunctional spike-specific T cell responses,6545,True
SARS-CoV-2 ferritin nanoparticle vaccine induces robust innate immune activity driving polyfunctional spike-specific T cell responses,546,False
The Impact of COVID-19 Pandemic on Management and Outcome in Patients with Heart Failure,7948,True
The Impact of COVID-19 Pandemic on Management and Outcome in Patients with Heart Failure,1949,False
Uncovering mechanisms of RT-LAMP colorimetric SARS-CoV-2 detection to improve assay reliability,84,True
Uncovering mechanisms of RT-LAMP colorimetric SARS-CoV-2 detection to improve assay reliability,85,False
Experiences of increased food insecurity  economic and psychological distress during the COVID-19 pandemic among Supplemental Nutrition Assistance Program-enrolled food pantry clients,9180,True
Experiences of increased food insecurity  economic and psychological distress during the COVID-19 pandemic among Supplemental Nutrition Assistance Program-enrolled food pantry clients,3181,False
SARS-CoV-2 variant exposures elicit antibody responses with differential cross-neutralization of established and emerging strains including Delta and Omicron,1462,True
SARS-CoV-2 variant exposures elicit antibody responses with differential cross-neutralization of established and emerging strains including Delta and Omicron,1463,False
Adaptation of Metabolomics and Microbiomic Research Protocols During the COVID-19 Pandemic,2283,True
Adaptation of Metabolomics and Microbiomic Research Protocols During the COVID-19 Pandemic,2284,False
The Impact of the COVID-19 Pandemic on Food Distribution at Emergency Food Assistance Organizations in the Southwestern United States  A Qualitative Investigation,2887,True
The Impact of the COVID-19 Pandemic on Food Distribution at Emergency Food Assistance Organizations in the Southwestern United States  A Qualitative Investigation,2888,False
Evaluating the Clinical Outcomes of Remdesivir Among Patients Admitted With COVID-19 in a Tertiary Care Hospital,5834,True
Evaluating the Clinical Outcomes of Remdesivir Among Patients Admitted With COVID-19 in a Tertiary Care Hospital,5835,False
Estimation of the true infection rate and infection fatality rate of coronavirus disease 2019 in each country,684,True
Estimation of the true infection rate and infection fatality rate of coronavirus disease 2019 in each country,685,False
Misinformation warnings  Twitter s soft moderation effects on COVID-19 vaccine belief echoes,4469,True
Misinformation warnings  Twitter s soft moderation effects on COVID-19 vaccine belief echoes,4470,False
Predictive value of neutrophil-to-lymphocyte ratio in terms of need for intensive care unit and mortality in maintenance hemodialysis patients with COVID-19,418,True
Predictive value of neutrophil-to-lymphocyte ratio in terms of need for intensive care unit and mortality in maintenance hemodialysis patients with COVID-19,419,False
COVID-19 incidence in border regions  spatiotemporal patterns and border control measures,5228,True
COVID-19 incidence in border regions  spatiotemporal patterns and border control measures,5229,False
Impact of online classes and home confinement on myopia progression in children during COVID-19 pandemic  Digital eye strain among kids  DESK  study 4,4253,True
Impact of online classes and home confinement on myopia progression in children during COVID-19 pandemic  Digital eye strain among kids  DESK  study 4,4254,False
Mental health of Turkish medical students during the COVID-19 pandemic,2709,True
Mental health of Turkish medical students during the COVID-19 pandemic,2710,False
Case Report  Necrotizing Stomatitis as a Manifestation of COVID-19-Associated Vasculopathy,2357,True
Case Report  Necrotizing Stomatitis as a Manifestation of COVID-19-Associated Vasculopathy,2358,False
Food Handling Concerns and Practices at-Home during the COVID-19 Pandemic by Food Security Status,8059,True
Food Handling Concerns and Practices at-Home during the COVID-19 Pandemic by Food Security Status,2060,False
Informal Caregivers Provide Considerable Front-Line Support In Residential Care Facilities And Nursing Homes,1366,True
Informal Caregivers Provide Considerable Front-Line Support In Residential Care Facilities And Nursing Homes,1367,False
Testing Denmark  a Danish Nationwide Surveillance Study of COVID-19,6277,True
Testing Denmark  a Danish Nationwide Surveillance Study of COVID-19,278,False
The first nosocomial cluster of COVID-19 due to the Delta variant in a major acute-care hospital in Singapore - investigations and outbreak response,3916,True
The first nosocomial cluster of COVID-19 due to the Delta variant in a major acute-care hospital in Singapore - investigations and outbreak response,3917,False
Impact of COVID-19 exposure on working capital management  The moderating effect of investment opportunities and government incentives,293,True
Impact of COVID-19 exposure on working capital management  The moderating effect of investment opportunities and government incentives,294,False
Are the Current Guidelines Sufficient to Establish Infection Control Strategies for COVID-19 Related Issues in Hospitals,2639,True
Are the Current Guidelines Sufficient to Establish Infection Control Strategies for COVID-19 Related Issues in Hospitals,2640,False
Implementing Patient-Directed Cancer Education Materials Across Nigeria,9458,True
Implementing Patient-Directed Cancer Education Materials Across Nigeria,3459,False
Education of nursing profession amid COVID-19 Pandemic  A qualitative study,1506,True
Education of nursing profession amid COVID-19 Pandemic  A qualitative study,1507,False
The Interplay of the Unfolded Protein Response in Neurodegenerative Diseases  A Therapeutic Role of Curcumin,9037,True
The Interplay of the Unfolded Protein Response in Neurodegenerative Diseases  A Therapeutic Role of Curcumin,3038,False
The epidemic volatility index  a novel early warning tool for identifying new waves in an epidemic,7393,True
The epidemic volatility index  a novel early warning tool for identifying new waves in an epidemic,1394,False
It s possibly made us feel a little more alienated   How people from ethnic minority communities conceptualise COVID-19 and its influence on engagement with testing,1634,True
It s possibly made us feel a little more alienated   How people from ethnic minority communities conceptualise COVID-19 and its influence on engagement with testing,1635,False
Determinants of severity among hospitalised COVID-19 patients  Hospital-based case-control study  India  2020,2457,True
Determinants of severity among hospitalised COVID-19 patients  Hospital-based case-control study  India  2020,2458,False
Long-term specific IgG response to SARS-CoV-2 nucleocapsid protein in recovered COVID-19 patients,9891,True
Long-term specific IgG response to SARS-CoV-2 nucleocapsid protein in recovered COVID-19 patients,3892,False
The Triangle Relationship Between Long Noncoding RNA  RIG-I-like Receptor Signaling Pathway  and Glycolysis,5558,True
The Triangle Relationship Between Long Noncoding RNA  RIG-I-like Receptor Signaling Pathway  and Glycolysis,5559,False
A model framework for projecting the prevalence and impact of Long-COVID in the UK,9751,True
A model framework for projecting the prevalence and impact of Long-COVID in the UK,3752,False
Telehealth Utilization in Response to the COVID-19 Pandemic  Current State of Medical Provider Training,2300,True
Telehealth Utilization in Response to the COVID-19 Pandemic  Current State of Medical Provider Training,2301,False
Drug Combinations as a First Line of Defense against Coronaviruses and Other Emerging Viruses,4537,True
Drug Combinations as a First Line of Defense against Coronaviruses and Other Emerging Viruses,4538,False
Association between positive psychological traits and changes in dietary behaviour related to first COVID-19 lockdown  A general population-based study,2938,True
Association between positive psychological traits and changes in dietary behaviour related to first COVID-19 lockdown  A general population-based study,2939,False
Headache  anosmia  ageusia and other neurological symptoms in COVID-19  a cross-sectional study,1563,True
Headache  anosmia  ageusia and other neurological symptoms in COVID-19  a cross-sectional study,1564,False
Improvement of SARS-COV-2 screening using pooled sampling testing in limited RT-qPCR resources,5689,True
Improvement of SARS-COV-2 screening using pooled sampling testing in limited RT-qPCR resources,5690,False
Teleoncology Orientation of Low-Income Breast Cancer Patients during the COVID-19 Pandemic  Feasibility and Patient Satisfaction,8658,True
Teleoncology Orientation of Low-Income Breast Cancer Patients during the COVID-19 Pandemic  Feasibility and Patient Satisfaction,2659,False
COVID-19 symptoms at time of testing and association with positivity among outpatients tested for SARS-CoV-2,7517,True
COVID-19 symptoms at time of testing and association with positivity among outpatients tested for SARS-CoV-2,1518,False
Fatigue and cognitive impairment in Post-COVID-19 Syndrome  A systematic review and meta-analysis,1979,True
Fatigue and cognitive impairment in Post-COVID-19 Syndrome  A systematic review and meta-analysis,1980,False
Cellphone addiction during the Covid-19 outbreak  How online social anxiety and cyber danger belief mediate the influence of personality,1883,True
Cellphone addiction during the Covid-19 outbreak  How online social anxiety and cyber danger belief mediate the influence of personality,1884,False
Developing Pulmonary Rehabilitation for COVID-19  Are We Linked with the Present Literature  A Lexical and Geographical Evaluation Study Based on the Graph Theory,3803,True
Developing Pulmonary Rehabilitation for COVID-19  Are We Linked with the Present Literature  A Lexical and Geographical Evaluation Study Based on the Graph Theory,3804,False
Home Visiting Services During the COVID-19 Pandemic  Program Activity Analysis for Family Connects,438,True
Home Visiting Services During the COVID-19 Pandemic  Program Activity Analysis for Family Connects,439,False
There was no panic -Nurse managers  organising work for COVID-19 patients in an outpatient clinic  A qualitative study,4635,True
There was no panic -Nurse managers  organising work for COVID-19 patients in an outpatient clinic  A qualitative study,4636,False
Changes in mortality trends amongst common diseases during the COVID-19 pandemic in Sweden,4528,True
Changes in mortality trends amongst common diseases during the COVID-19 pandemic in Sweden,4529,False
COVID-19 prevention measures reduce dengue spread in Yunnan Province  China  but do not reduce established outbreak,4332,True
COVID-19 prevention measures reduce dengue spread in Yunnan Province  China  but do not reduce established outbreak,4333,False
Exploring Consumer Emotions in Pre-Pandemic and Pandemic Times  A Sentiment Analysis of Perceptions in the Fine-Dining Restaurant Industry in Bucharest  Romania,3573,True
Exploring Consumer Emotions in Pre-Pandemic and Pandemic Times  A Sentiment Analysis of Perceptions in the Fine-Dining Restaurant Industry in Bucharest  Romania,3574,False
COVID-19 Impact on Resident Mental Health and Well-Being,8741,True
COVID-19 Impact on Resident Mental Health and Well-Being,2742,False
Effective Prophylaxis of COVID-19 in Rhesus Macaques Using a Combination of Two Parenterally-Administered SARS-CoV-2 Neutralizing Antibodies,8911,True
Effective Prophylaxis of COVID-19 in Rhesus Macaques Using a Combination of Two Parenterally-Administered SARS-CoV-2 Neutralizing Antibodies,2912,False
Caring for a Relative With Dementia in Long-Term Care During COVID-19,4817,True
Caring for a Relative With Dementia in Long-Term Care During COVID-19,4818,False
Controlling the Burden of COVID-19 by Manipulating Host Metabolism,6435,True
Controlling the Burden of COVID-19 by Manipulating Host Metabolism,436,False
Influenza viruses and SARS-CoV-2 in adult   Similarities and differences,2986,True
Influenza viruses and SARS-CoV-2 in adult   Similarities and differences,2987,False
Impact of Longitudinal Social Support and Loneliness Trajectories on Mental Health during the COVID-19 Pandemic in France,7838,True
Impact of Longitudinal Social Support and Loneliness Trajectories on Mental Health during the COVID-19 Pandemic in France,1839,False
The mediation of perceived risk s impact on destination image and travel intention  An empirical study of Chengdu  China during COVID-19,704,True
The mediation of perceived risk s impact on destination image and travel intention  An empirical study of Chengdu  China during COVID-19,705,False
Vaccine hesitancy and acceptance  an examination of predictive factors in COVID-19 vaccination in Saudi Arabia,2280,True
Vaccine hesitancy and acceptance  an examination of predictive factors in COVID-19 vaccination in Saudi Arabia,2281,False
The Impact of COVID-19 on Trainees  Lessons Learned and Unanticipated Opportunities,8734,True
The Impact of COVID-19 on Trainees  Lessons Learned and Unanticipated Opportunities,2735,False
COVID-19-Related Pulmonary Embolism  Incidence  Characteristics  and Risk Factors,4147,True
COVID-19-Related Pulmonary Embolism  Incidence  Characteristics  and Risk Factors,4148,False
Acute severe respiratory distress in chronic haemodialytic patients affected by SARS-CoV-2 pneumonia  prevalence and associated factors  A single-centre experience from Cardarelli Hospital in Naples  Italy,5412,True
Acute severe respiratory distress in chronic haemodialytic patients affected by SARS-CoV-2 pneumonia  prevalence and associated factors  A single-centre experience from Cardarelli Hospital in Naples  Italy,5413,False
SARS-CoV-2 might transmit through the skin while the skin barrier function could be the mediator,373,True
SARS-CoV-2 might transmit through the skin while the skin barrier function could be the mediator,374,False
Identification of potential inhibitors of SARS-CoV-2 S protein-ACE2 interaction by in silico drug repurposing,6405,True
Identification of potential inhibitors of SARS-CoV-2 S protein-ACE2 interaction by in silico drug repurposing,406,False
Transmission dynamics of the Delta variant of SARS-CoV-2 infections in South Korea,9223,True
Transmission dynamics of the Delta variant of SARS-CoV-2 infections in South Korea,3224,False
Reducing the viral load of SARS-CoV-2 in the saliva of patients with COVID-19,2585,True
Reducing the viral load of SARS-CoV-2 in the saliva of patients with COVID-19,2586,False
Applications of lipid-based nanocarriers for parenteral drug delivery,1332,True
Applications of lipid-based nanocarriers for parenteral drug delivery,1333,False
Persistence of the SARS-CoV-2 Antibody Response in Asymptomatic Patients in Correctional Facilities,9572,True
Persistence of the SARS-CoV-2 Antibody Response in Asymptomatic Patients in Correctional Facilities,3573,False
The effects of the antecedent use of inhaled steroid on the clinical course of COVID-19  A retrospective study of asthmatic patients,5282,True
The effects of the antecedent use of inhaled steroid on the clinical course of COVID-19  A retrospective study of asthmatic patients,5283,False
Persistence of infectivity in elderly individuals diagnosed with severe acute respiratory coronavirus virus 2  SARS-CoV-2  infection 10 days after onset of symptoms  A cross-sectional study,9131,True
Persistence of infectivity in elderly individuals diagnosed with severe acute respiratory coronavirus virus 2  SARS-CoV-2  infection 10 days after onset of symptoms  A cross-sectional study,3132,False
Pittsburgh Air Pollution Changes During the COVID-19 Lockdown,8315,True
Pittsburgh Air Pollution Changes During the COVID-19 Lockdown,2316,False
Study of immune-mediated mechanisms in patients tested positive for SARS-CoV-2  phenotypic and functional analysis of monocytes  NK and T cells in the blood of subjects affected by COVID 19,9809,True
Study of immune-mediated mechanisms in patients tested positive for SARS-CoV-2  phenotypic and functional analysis of monocytes  NK and T cells in the blood of subjects affected by COVID 19,3810,False
Redefining communities  The association between deferred action  online and offline social capital and depressive symptoms among undocumented young adults,1784,True
Redefining communities  The association between deferred action  online and offline social capital and depressive symptoms among undocumented young adults,1785,False
Financial Difficulties Correlate With Mental Health Among Bangladeshi Residents Amid COVID-19 Pandemic  Findings From a Cross-Sectional Survey,3182,True
Financial Difficulties Correlate With Mental Health Among Bangladeshi Residents Amid COVID-19 Pandemic  Findings From a Cross-Sectional Survey,3183,False
Oncological Surgery During the COVID-19 Pandemic  Effectiveness of Preoperative Screening and Factors Associated with Postoperative SARS-CoV-2 Infection,494,True
Oncological Surgery During the COVID-19 Pandemic  Effectiveness of Preoperative Screening and Factors Associated with Postoperative SARS-CoV-2 Infection,495,False
Cow products  boon to human health and food security,7363,True
Cow products  boon to human health and food security,1364,False
Investigating the Influence of Vaccine Literacy  Vaccine Perception and Vaccine Hesitancy on Israeli Parents  Acceptance of the COVID-19 Vaccine for Their Children  A Cross-Sectional Study,2860,True
Investigating the Influence of Vaccine Literacy  Vaccine Perception and Vaccine Hesitancy on Israeli Parents  Acceptance of the COVID-19 Vaccine for Their Children  A Cross-Sectional Study,2861,False
Natural Bioactive Molecules  An Alternative Approach to the Treatment and Control of COVID-19,7929,True
Natural Bioactive Molecules  An Alternative Approach to the Treatment and Control of COVID-19,1930,False
Reconstructing Attitudes towards Work from Home during COVID-19  A Survey of South Korean Managers,4041,True
Reconstructing Attitudes towards Work from Home during COVID-19  A Survey of South Korean Managers,4042,False
The Impact of Ubiquitous Face Masks and Filtering Face Piece Application During Rest  Work and Exercise on Gas Exchange  Pulmonary Function and Physical Performance  A Systematic Review with Meta-analysis,7178,True
The Impact of Ubiquitous Face Masks and Filtering Face Piece Application During Rest  Work and Exercise on Gas Exchange  Pulmonary Function and Physical Performance  A Systematic Review with Meta-analysis,1179,False
29th Annual GP2A Medicinal Chemistry Conference,2897,True
29th Annual GP2A Medicinal Chemistry Conference,2898,False
The source control effect of personal protection equipment and physical barrier on short-range airborne transmission,366,True
The source control effect of personal protection equipment and physical barrier on short-range airborne transmission,367,False
Effect of Restricted Group Sandplay on Interpersonal Sensitivity in College Students,849,True
Effect of Restricted Group Sandplay on Interpersonal Sensitivity in College Students,850,False
Design and Development of a Wristband for Continuous Vital Signs Monitoring of COVID-19 Patients,7440,True
Design and Development of a Wristband for Continuous Vital Signs Monitoring of COVID-19 Patients,1441,False
Dental Care Utilization Among Children Aged 1-17 Years  United States  2019 and 2020,9454,True
Dental Care Utilization Among Children Aged 1-17 Years  United States  2019 and 2020,3455,False
The compatibility of multiple leadership styles in responding to a complex crisis  leading a health service COVID-19 response,4301,True
The compatibility of multiple leadership styles in responding to a complex crisis  leading a health service COVID-19 response,4302,False
Customer perceptions of COVID-19 countermeasures on passenger ships during the pandemic,2653,True
Customer perceptions of COVID-19 countermeasures on passenger ships during the pandemic,2654,False
Flagellin From Pseudomonas aeruginosa Modulates SARS-CoV-2 Infectivity in Cystic Fibrosis Airway Epithelial Cells by Increasing TMPRSS2 Expression,3503,True
Flagellin From Pseudomonas aeruginosa Modulates SARS-CoV-2 Infectivity in Cystic Fibrosis Airway Epithelial Cells by Increasing TMPRSS2 Expression,3504,False
First and second waves among hospitalised patients with COVID-19 with severe pneumonia  a comparison of 28-day mortality over the 1-year pandemic in a tertiary university hospital in Italy,1541,True
First and second waves among hospitalised patients with COVID-19 with severe pneumonia  a comparison of 28-day mortality over the 1-year pandemic in a tertiary university hospital in Italy,1542,False
Preclinical Immune Response and Safety Evaluation of the Protein Subunit Vaccine Nanocovax for COVID-19,4165,True
Preclinical Immune Response and Safety Evaluation of the Protein Subunit Vaccine Nanocovax for COVID-19,4166,False
Automatic Classification Between COVID-19 and Non-COVID-19 Pneumonia Using Symptoms  Comorbidities  and Laboratory Findings  The Khorshid COVID Cohort Study,8866,True
Automatic Classification Between COVID-19 and Non-COVID-19 Pneumonia Using Symptoms  Comorbidities  and Laboratory Findings  The Khorshid COVID Cohort Study,2867,False
Assessment of Quality of Life Among Health Professionals During COVID-19  Review,322,True
Assessment of Quality of Life Among Health Professionals During COVID-19  Review,323,False
Clinical patterns of rhegmatogenous retinal detachment during the first state of emergency for the COVID-19 pandemic in a Tokyo center,2031,True
Clinical patterns of rhegmatogenous retinal detachment during the first state of emergency for the COVID-19 pandemic in a Tokyo center,2032,False
COVID-19 Vaccines in Indonesia  Knowledge  Attitudes  and Acceptance Among Dental Professionals,813,True
COVID-19 Vaccines in Indonesia  Knowledge  Attitudes  and Acceptance Among Dental Professionals,814,False
Impact of Video Modules-Based Training on Knowledge  Attitude  and Practices of Cleaning and Disinfection Among Housekeeping Staff at a Tertiary Care Center During the COVID-19 Pandemic,8939,True
Impact of Video Modules-Based Training on Knowledge  Attitude  and Practices of Cleaning and Disinfection Among Housekeeping Staff at a Tertiary Care Center During the COVID-19 Pandemic,2940,False
Perceptions of COVID-19 vaccines in a predominantly Hispanic patient population from the Texas-Mexico border,9375,True
Perceptions of COVID-19 vaccines in a predominantly Hispanic patient population from the Texas-Mexico border,3376,False
A Case of Coombs-Negative Hemolytic Anemia Prompting Diagnosis of SARS-CoV-2,1079,True
A Case of Coombs-Negative Hemolytic Anemia Prompting Diagnosis of SARS-CoV-2,1080,False
Tracheostomy care and communication during COVID-19  Global interprofessional perspectives,2226,True
Tracheostomy care and communication during COVID-19  Global interprofessional perspectives,2227,False
The Global South political economy of health financing and spending landscape - history and presence,9136,True
The Global South political economy of health financing and spending landscape - history and presence,3137,False
A Prediction Model for High Risk of Positive RT-PCR Test Results in COVID-19 Patients Discharged From Wuhan Leishenshan Hospital  China,9531,True
A Prediction Model for High Risk of Positive RT-PCR Test Results in COVID-19 Patients Discharged From Wuhan Leishenshan Hospital  China,3532,False
An update on host immunity correlates and prospects of re-infection in COVID-19,2705,True
An update on host immunity correlates and prospects of re-infection in COVID-19,2706,False
The evolving impact of coronavirus  COVID-19  pandemic on public transportation in Ghana,6824,True
The evolving impact of coronavirus  COVID-19  pandemic on public transportation in Ghana,825,False
Antecedent use of renin-angiotensin system inhibitors is associated with reduced mortality in elderly hypertensive Covid-19 patients,7556,True
Antecedent use of renin-angiotensin system inhibitors is associated with reduced mortality in elderly hypertensive Covid-19 patients,1557,False
Concerns over COVID-19 and prejudice  Pre- and during-pandemic in Italy,1164,True
Concerns over COVID-19 and prejudice  Pre- and during-pandemic in Italy,1165,False
Association between tracheostomy timing and outcomes for older critically ill COVID-19 patients  prospective observational study in European intensive care units,3261,True
Association between tracheostomy timing and outcomes for older critically ill COVID-19 patients  prospective observational study in European intensive care units,3262,False
COVID-19-associated brain abscess caused by Trichosporon dohaense  A case report and review of literature,4687,True
COVID-19-associated brain abscess caused by Trichosporon dohaense  A case report and review of literature,4688,False
Sex and Relationships Pre- and Early- COVID-19 Pandemic  Findings from a Probability Sample of U S  Undergraduate Students,1450,True
Sex and Relationships Pre- and Early- COVID-19 Pandemic  Findings from a Probability Sample of U S  Undergraduate Students,1451,False
Evidence of TB Services at Primary Healthcare Level during COVID-19  A Scoping Review,3862,True
Evidence of TB Services at Primary Healthcare Level during COVID-19  A Scoping Review,3863,False
Charismatic Trends in COVID-19 Patients in Pakistan  A Case Series,6103,True
Charismatic Trends in COVID-19 Patients in Pakistan  A Case Series,104,False
Comparison of Clinical Findings in SARS-CoV-2 with Other Respiratory Viruses in Critically Ill Children during the COVID-19 Pandemic,9215,True
Comparison of Clinical Findings in SARS-CoV-2 with Other Respiratory Viruses in Critically Ill Children during the COVID-19 Pandemic,3216,False
Viral surface geometry shapes influenza and coronavirus spike evolution through antibody pressure,7120,True
Viral surface geometry shapes influenza and coronavirus spike evolution through antibody pressure,1121,False
Deciphering early-warning signals of SARS-CoV-2 elimination and resurgence from limited data at multiple scales,6398,True
Deciphering early-warning signals of SARS-CoV-2 elimination and resurgence from limited data at multiple scales,399,False
Relationship of Problematic Smartphone Use  Sleep Quality  and Daytime Fatigue Among Quarantined Medical Students During the COVID-19 Pandemic,9588,True
Relationship of Problematic Smartphone Use  Sleep Quality  and Daytime Fatigue Among Quarantined Medical Students During the COVID-19 Pandemic,3589,False
Has Pandemic Threat Stoked Xenophobia  How COVID-19 Influences California Voters  Attitudes toward Diversity and Immigration,6214,True
Has Pandemic Threat Stoked Xenophobia  How COVID-19 Influences California Voters  Attitudes toward Diversity and Immigration,215,False
Adherence to COVID-19 nutritional guidelines and their impact on the clinical outcomes of hospitalized COVID-19 patients,9645,True
Adherence to COVID-19 nutritional guidelines and their impact on the clinical outcomes of hospitalized COVID-19 patients,3646,False
The  haves  and  have-nots  of personal protective equipment during the COVID-19 pandemic  the ethics of emerging inequalities amongst healthcare workers,5336,True
The  haves  and  have-nots  of personal protective equipment during the COVID-19 pandemic  the ethics of emerging inequalities amongst healthcare workers,5337,False
